unlearner,dataset,parameters,RunTime,PeakRSS_MB,CudaPeak_MB,AIN,AUS,UMIA,sklearn.metrics.accuracy_score.test.unlearned.on_graph:True,sklearn.metrics.accuracy_score.forget.unlearned.on_graph:True,sklearn.metrics.accuracy_score.train.unlearned.on_graph:True,sklearn.metrics.accuracy_score.test.unlearned.on_graph:False,sklearn.metrics.accuracy_score.test.original.on_graph:False,f1_macro.test.unlearned.on_graph:True,f1_macro.test.original.on_graph:True,f1_macro.forget.unlearned.on_graph:True,f1_macro.forget.original.on_graph:True,LinkTeller unlearn with sampler bfs+:,LinkTeller original with sampler bfs+:,Link Stealing Attack unlearned 0 exist/non_exist,Link Stealing Attack 0 unlearned forget/non_exist,RelearnTime
FisherForgetting,Cora,"{'ref_data': 'retain', 'alpha': 1e-07, 'last_trainable_layers': -1, 'mask_path': None, 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train'}",60.68873882293701,2757.828125,831.208984375,1.0,0.9743879806648661,0.48824884792626705,0.345018450184501,0.299167200512492,0.31179487179487103,0.34686346863468603,0.34686346863468603,0.22329197823645403,0.22329197823645403,0.19746964478599702,0.19746964478599702,"{'auc': 0.6893696495232311, 'ap': 0.843445021593698}","{'auc': 0.6884791216661861, 'ap': 0.8433351102601341}",0.9542755323117531,0.9616421199201871,
FisherForgetting,Cora,"{'ref_data': 'retain', 'alpha': 1e-08, 'last_trainable_layers': -1, 'mask_path': None, 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train'}",58.75361895561218,2757.828125,830.65087890625,1.0,0.998025531861589,0.488940092165898,0.41697416974169704,0.40422805893657904,0.39846153846153803,0.40405904059040504,0.40405904059040504,0.323703139657259,0.323703139657259,0.323508832036562,0.323508832036562,"{'auc': 0.6877971164939171, 'ap': 0.843613186021094}","{'auc': 0.6869097618081631, 'ap': 0.843382966964025}",0.9674066660927451,0.967713761250592,
SelectiveSynapticDampening,Cora,"{'ref_data_train': 'train', 'ref_data_forget': 'forget', 'dampening_constant': 0.1, 'selection_weighting': 50, 'optimizer': {'class': 'torch.optim.Adam', 'parameters': {'lr': 0.001}}, 'last_trainable_layers': -1, 'mask_path': None, 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train', 'lr': 0.1}",21.407819986343384,2771.1328125,833.419921875,9.99900009999e-05,0.988348689576465,0.487096774193548,0.8726937269372691,0.8757206918641891,0.8830769230769231,0.881918819188191,0.881918819188191,0.8527222020043581,0.8527222020043581,0.8691606590701191,0.8691606590701191,"{'auc': 0.6844729929124951, 'ap': 0.8406410882966701}","{'auc': 0.684525350238781, 'ap': 0.8407187082200571}",0.944348492022497,0.9432015560627591,0.0
SelectiveSynapticDampening,Cora,"{'ref_data_train': 'train', 'ref_data_forget': 'forget', 'dampening_constant': 0.1, 'selection_weighting': 50, 'optimizer': {'class': 'torch.optim.Adam', 'parameters': {'lr': 0.1}}, 'last_trainable_layers': -1, 'mask_path': None, 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train', 'lr': 0.1}",21.576022386550903,2808.73828125,833.96728515625,9.99900009999e-05,0.9823350091083661,0.5,0.90590405904059,0.909032671364509,0.9066666666666661,0.9114391143911431,0.9114391143911431,0.8963060414847601,0.8963060414847601,0.907178055209177,0.907178055209177,"{'auc': 0.680594470975682, 'ap': 0.825608650345039}","{'auc': 0.681508117652125, 'ap': 0.8257923094549301}",0.916181524047291,0.9151338407763081,0.0
SelectiveSynapticDampening,Cora,"{'ref_data_train': 'train', 'ref_data_forget': 'forget', 'dampening_constant': 0.1, 'selection_weighting': 50, 'optimizer': {'class': 'torch.optim.Adam', 'parameters': {'lr': 1}}, 'last_trainable_layers': -1, 'mask_path': None, 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train', 'lr': 0.1}",21.536755800247192,2809.12109375,832.8564453125,1.0,0.9687426857033421,0.523963133640552,0.48339483394833904,0.483023702754644,0.47948717948717906,0.533210332103321,0.533210332103321,0.47131196229839006,0.47131196229839006,0.47564035190835,0.47564035190835,"{'auc': 0.542334411456054, 'ap': 0.695312760106622}","{'auc': 0.542159207069825, 'ap': 0.6955776941103231}",0.7544048438934801,0.7561440883252221,100.0
Cascade,Cora,"{'sub_unlearner': [{'class': 'erasure.unlearners.graph_unlearners.SaliencyMapGeneration.SaliencyMapGeneration', 'parameters': {'ref_data': 'forget', 'treshold': 0.5, 'save_dir': 'saliency_maps', 'file_name': 'saliency_map', 'last_trainable_layers': -1, 'mask_path': None, 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train', 'optimizer': {'class': 'torch.optim.Adam', 'parameters': {}}}}, {'class': 'erasure.unlearners.graph_unlearners.SuccessiveRandomLabels.SuccessiveRandomLabels', 'parameters': {'model_mask_path': 'saliency_maps/saliency_map', 'epochs': 1, 'ref_data_retain': 'retain', 'ref_data_forget': 'forget', 'optimizer': {'class': 'torch.optim.Adam', 'parameters': {'lr': 0.001}}, 'last_trainable_layers': -1, 'mask_path': 'saliency_maps/saliency_map', 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train'}}]}",36.22688388824463,2819.0078125,835.0703125,1.0,0.994619561825104,0.49032258064516104,0.571955719557195,0.541319666880204,0.588717948717948,0.583025830258302,0.583025830258302,0.46654299883550304,0.46654299883550304,0.44868394060541106,0.44868394060541106,"{'auc': 0.695004521769088, 'ap': 0.8503460860335931}","{'auc': 0.696668170145444, 'ap': 0.8507938820455121}",0.9761248852157941,0.9754092918766061,
Cascade,Cora,"{'sub_unlearner': [{'class': 'erasure.unlearners.graph_unlearners.SaliencyMapGeneration.SaliencyMapGeneration', 'parameters': {'ref_data': 'forget', 'treshold': 0.5, 'save_dir': 'saliency_maps', 'file_name': 'saliency_map', 'last_trainable_layers': -1, 'mask_path': None, 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train', 'optimizer': {'class': 'torch.optim.Adam', 'parameters': {}}}}, {'class': 'erasure.unlearners.graph_unlearners.SuccessiveRandomLabels.SuccessiveRandomLabels', 'parameters': {'model_mask_path': 'saliency_maps/saliency_map', 'epochs': 1, 'ref_data_retain': 'retain', 'ref_data_forget': 'forget', 'optimizer': {'class': 'torch.optim.Adam', 'parameters': {'lr': 0.1}}, 'last_trainable_layers': -1, 'mask_path': 'saliency_maps/saliency_map', 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train'}}]}",33.974769830703735,2819.37890625,834.62109375,1.0,0.9979411529856411,0.49470046082949304,0.038745387453874,0.039718129404228,0.048717948717948004,0.04428044280442801,0.04428044280442801,0.014482588901193002,0.014482588901193002,0.011703609285783002,0.011703609285783002,"{'auc': 0.673973422423894, 'ap': 0.8220453248089421}","{'auc': 0.6762710250929851, 'ap': 0.8226170225015781}",0.845910274621212,0.862708683232131,
Cascade,Cora,"{'sub_unlearner': [{'class': 'erasure.unlearners.graph_unlearners.SaliencyMapGeneration.SaliencyMapGeneration', 'parameters': {'ref_data': 'forget', 'treshold': 0.5, 'save_dir': 'saliency_maps', 'file_name': 'saliency_map', 'last_trainable_layers': -1, 'mask_path': None, 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train', 'optimizer': {'class': 'torch.optim.Adam', 'parameters': {}}}}, {'class': 'erasure.unlearners.graph_unlearners.SuccessiveRandomLabels.SuccessiveRandomLabels', 'parameters': {'model_mask_path': 'saliency_maps/saliency_map', 'epochs': 1, 'ref_data_retain': 'retain', 'ref_data_forget': 'forget', 'optimizer': {'class': 'torch.optim.Adam', 'parameters': {'lr': 1}}, 'last_trainable_layers': -1, 'mask_path': 'saliency_maps/saliency_map', 'forget_part': 'forget', 'retain_part': 'retain', 'train_part': 'train'}}]}",34.25568652153015,2862.984375,837.4912109375,1.0,0.9949766628682031,0.489170506912442,0.16420664206642002,0.168481742472773,0.157948717948717,0.16236162361623602,0.16236162361623602,0.053511517887685,0.053511517887685,0.044757782014497004,0.044757782014497004,"{'auc': 0.565851917162096, 'ap': 0.7044426519108361}","{'auc': 0.56332448622957, 'ap': 0.7038346910196961}",0.5080824222337,0.508538652153941,
IDEA,Cora,"{'scale': 50000.0, 'last_trainable_layers': -1, 'mask_path': None, 'iteration': 100, 'gaussian_std': 0.6000000000000001, 'gaussian_mean': 0, 'l': 0.25, 'lambda': 1, 'c': 0.5, 'lambda_edge_unlearn': 1, 'gamma_2': 1, 'M': 0.25, 'c1': 1, 'damp': 0.01, 'training_set': 'train'}",0.9317667484283441,2912.8515625,1005.228515625,1.0,0.9903927281202651,0.49953917050691204,0.562730627306273,0.5490070467648941,0.583589743589743,0.562730627306273,0.562730627306273,0.43698712279767205,0.43698712279767205,0.45455493474998404,0.45455493474998404,,,0.9759168388429751,0.9747476242768751,
CGU_edge,Cora,"{'last_trainable_layers': -1, 'mask_path': None, 'std': 0.1, 'ref_data_retain': 'retain', 'ref_data_forget': 'forget', 'prop_step': 2, 'compare_retrain': False, 'delta': 0.0001, 'eps': 1.0, 'train_mode': 'ovr', 'y_binary': 1, 'lam': 0.0001, 'num_steps_optimizer': 100}",,,,,,,,,,,0.48339483394833904,,0.35013127516867504,,0.347618258214529,,"{'auc': 0.6957280048232201, 'ap': 0.851008734439969}",,,
CEU,Cora,"{'last_trainable_layers': -1, 'mask_path': None, 'cg_approx': True, 'transductive_edge': True, 'lam': 0.0001, 'damping': 0}",67.27306914329529,2973.1796875,891.0146484375,1.0,0.967109665300598,-1.0,0.10332103321033201,0.14413837283792402,0.13794871794871702,0.10332103321033201,0.10332103321033201,0.026755852842809003,0.026755852842809003,0.035994240921452,0.035994240921452,,,,,
